eis_poll_nei17,county,district,emission_quant_fy22,emission_quant_fy23,emission_quant_diff_fy23_fy22,emission_quant_perdiff_fy23_fy22,road_type_id,sut_fueltype_lab,vmt_mix_perdiff_fy23_fy22,vmt_fy22,vmt_fy23,vmt_mix_fy22_13_19,vmt_mix_fy23_13_21,emission_rate_calc_gm,emission_quant_fy22_gm,emission_quant_fy23_gm,emission_quant_diff_fy23_fy22_gm,vmt_diff_fy23_fy22
NOX,Wilbarger,Wichita Falls,0.7320611768649549,0.6292527153112641,-0.10280846155369072,-14.043698095556303,3,RT_Gas,18.39,2195.48,2599.31,0.0,0.0,3.92,23.58,27.91,4.34,403.83
NOX,Wilbarger,Wichita Falls,0.7320611768649549,0.6292527153112641,-0.10280846155369072,-14.043698095556303,3,SULhT_Gas,18.39,262538.73,310829.17,0.14,0.17,0.13,92.76,109.82,17.06,48290.45
NOX,Wilbarger,Wichita Falls,0.7320611768649549,0.6292527153112641,-0.10280846155369072,-14.043698095556303,3,MH_Gas,18.39,214105.79,253487.65,0.12,0.14,2.2,1289.25,1526.39,237.14,39381.86
NOX,Wilbarger,Wichita Falls,0.7320611768649549,0.6292527153112641,-0.10280846155369072,-14.043698095556303,3,MH_Diesel,18.39,117509.58,139123.87,0.06,0.08,5.0,1610.98,1907.3,296.32,21614.3
NOX,Wilbarger,Wichita Falls,0.7320611768649549,0.6292527153112641,-0.10280846155369072,-14.043698095556303,3,LCT_Diesel,18.38,267711.64,316918.49,0.15,0.17,2.14,1570.28,1858.91,288.63,49206.85
NOX,Wilbarger,Wichita Falls,0.7320611768649549,0.6292527153112641,-0.10280846155369072,-14.043698095556303,3,LCT_Gas,18.38,3728947.89,4414348.68,2.05,2.42,0.47,4777.22,5655.3,878.08,685400.79
NOX,Wilbarger,Wichita Falls,0.7320611768649549,0.6292527153112641,-0.10280846155369072,-14.043698095556303,3,PT_Diesel,18.38,1636604.84,1937421.66,0.9,1.06,1.5,6716.63,7951.18,1234.55,300816.82
NOX,Wilbarger,Wichita Falls,0.7320611768649549,0.6292527153112641,-0.10280846155369072,-14.043698095556303,3,PT_Gas,18.38,38385935.86,45441478.47,21.07,24.95,0.38,40180.11,47565.43,7385.32,7055542.61
NOX,Wilbarger,Wichita Falls,0.7320611768649549,0.6292527153112641,-0.10280846155369072,-14.043698095556303,5,MH_Gas,17.8,16846.09,19844.71,0.06,0.07,2.24,103.52,121.95,18.43,2998.63
NOX,Wilbarger,Wichita Falls,0.7320611768649549,0.6292527153112641,-0.10280846155369072,-14.043698095556303,5,RT_Diesel,17.8,6606.77,7782.78,0.02,0.03,5.71,103.29,121.68,18.39,1176.01
NOX,Wilbarger,Wichita Falls,0.7320611768649549,0.6292527153112641,-0.10280846155369072,-14.043698095556303,5,SULhT_Diesel,17.8,20506.3,24156.45,0.07,0.08,1.46,81.94,96.53,14.59,3650.15
NOX,Wilbarger,Wichita Falls,0.7320611768649549,0.6292527153112641,-0.10280846155369072,-14.043698095556303,5,RT_Gas,17.8,179.96,212.0,0.0,0.0,3.93,1.94,2.28,0.34,32.03
NOX,Wilbarger,Wichita Falls,0.7320611768649549,0.6292527153112641,-0.10280846155369072,-14.043698095556303,5,SUShT_Diesel,17.8,549902.19,647785.5,1.9,2.24,1.71,2569.4,3026.75,457.36,97883.31
NOX,Wilbarger,Wichita Falls,0.7320611768649549,0.6292527153112641,-0.10280846155369072,-14.043698095556303,5,SUShT_Gas,17.8,176159.57,207516.21,0.61,0.72,0.16,75.28,88.68,13.4,31356.63
NOX,Wilbarger,Wichita Falls,0.7320611768649549,0.6292527153112641,-0.10280846155369072,-14.043698095556303,5,MH_Diesel,17.8,9245.79,10891.55,0.03,0.04,6.37,161.32,190.03,28.71,1645.76
NOX,Wilbarger,Wichita Falls,0.7320611768649549,0.6292527153112641,-0.10280846155369072,-14.043698095556303,5,SULhT_Gas,17.8,6097.38,7182.72,0.02,0.02,0.14,2.26,2.67,0.4,1085.34
NOX,Wilbarger,Wichita Falls,0.7320611768649549,0.6292527153112641,-0.10280846155369072,-14.043698095556303,4,CShT_Diesel,15.36,731256.67,843596.65,4.22,4.86,2.6,5213.97,6014.97,801.0,112339.98
NOX,Wilbarger,Wichita Falls,0.7320611768649549,0.6292527153112641,-0.10280846155369072,-14.043698095556303,4,CShT_Gas,15.36,96.13,110.9,0.0,0.0,0.6,0.16,0.18,0.02,14.77
NOX,Wilbarger,Wichita Falls,0.7320611768649549,0.6292527153112641,-0.10280846155369072,-14.043698095556303,4,CLhT_Diesel,15.36,1258049.93,1451319.01,7.25,8.37,3.97,13678.36,15779.72,2101.35,193269.08
NOX,Wilbarger,Wichita Falls,0.7320611768649549,0.6292527153112641,-0.10280846155369072,-14.043698095556303,4,SBus_Diesel,8.73,8149.62,8860.98,0.05,0.05,2.09,46.72,50.8,4.08,711.36
NOX,Wilbarger,Wichita Falls,0.7320611768649549,0.6292527153112641,-0.10280846155369072,-14.043698095556303,4,OBus_Diesel,8.73,15793.39,17171.96,0.09,0.1,4.51,195.17,212.21,17.04,1378.57
NOX,Wilbarger,Wichita Falls,0.7320611768649549,0.6292527153112641,-0.10280846155369072,-14.043698095556303,4,SBus_Gas,8.73,150.8,163.96,0.0,0.0,1.15,0.48,0.52,0.04,13.16
NOX,Wilbarger,Wichita Falls,0.7320611768649549,0.6292527153112641,-0.10280846155369072,-14.043698095556303,4,TBus_Diesel,8.73,6225.41,6768.81,0.04,0.04,2.46,41.97,45.63,3.66,543.4
NOX,Wilbarger,Wichita Falls,0.7320611768649549,0.6292527153112641,-0.10280846155369072,-14.043698095556303,3,MC_Gas,6.23,744832.46,791237.07,0.41,0.43,0.72,1472.71,1564.47,91.75,46404.61
NOX,Wilbarger,Wichita Falls,0.7320611768649549,0.6292527153112641,-0.10280846155369072,-14.043698095556303,2,MH_Diesel,4.65,4986.4,5218.18,0.05,0.05,4.86,66.42,69.51,3.09,231.78
NOX,Wilbarger,Wichita Falls,0.7320611768649549,0.6292527153112641,-0.10280846155369072,-14.043698095556303,2,SUShT_Diesel,4.65,118643.03,124157.9,1.12,1.18,1.0,324.59,339.68,15.09,5514.86
NOX,Wilbarger,Wichita Falls,0.7320611768649549,0.6292527153112641,-0.10280846155369072,-14.043698095556303,2,SULhT_Gas,4.65,49191.38,51477.93,0.47,0.49,0.14,18.37,19.22,0.85,2286.55
NOX,Wilbarger,Wichita Falls,0.7320611768649549,0.6292527153112641,-0.10280846155369072,-14.043698095556303,2,RT_Gas,4.65,89.98,94.16,0.0,0.0,3.45,0.85,0.89,0.04,4.18
NOX,Wilbarger,Wichita Falls,0.7320611768649549,0.6292527153112641,-0.10280846155369072,-14.043698095556303,2,SULhT_Diesel,4.65,165437.23,173127.22,1.57,1.64,0.85,385.07,402.97,17.9,7689.99
NOX,Wilbarger,Wichita Falls,0.7320611768649549,0.6292527153112641,-0.10280846155369072,-14.043698095556303,2,SUShT_Gas,4.65,38006.95,39773.62,0.36,0.38,0.16,16.78,17.56,0.78,1766.67
NOX,Wilbarger,Wichita Falls,0.7320611768649549,0.6292527153112641,-0.10280846155369072,-14.043698095556303,2,RT_Diesel,4.65,3303.26,3456.81,0.03,0.03,4.74,42.93,44.93,2.0,153.55
NOX,Wilbarger,Wichita Falls,0.7320611768649549,0.6292527153112641,-0.10280846155369072,-14.043698095556303,2,MH_Gas,4.65,9085.36,9507.67,0.09,0.09,2.14,53.33,55.81,2.48,422.31
NOX,Wilbarger,Wichita Falls,0.7320611768649549,0.6292527153112641,-0.10280846155369072,-14.043698095556303,5,PT_Diesel,3.07,268074.06,276306.8,0.93,0.96,1.85,1359.8,1401.56,41.76,8232.73
NOX,Wilbarger,Wichita Falls,0.7320611768649549,0.6292527153112641,-0.10280846155369072,-14.043698095556303,5,PT_Gas,3.07,6287573.87,6480669.47,21.77,22.44,0.37,6373.06,6568.78,195.72,193095.6
NOX,Wilbarger,Wichita Falls,0.7320611768649549,0.6292527153112641,-0.10280846155369072,-14.043698095556303,5,LCT_Gas,3.07,780556.67,804528.09,2.7,2.79,0.47,995.44,1026.01,30.57,23971.42
NOX,Wilbarger,Wichita Falls,0.7320611768649549,0.6292527153112641,-0.10280846155369072,-14.043698095556303,5,LCT_Diesel,3.07,56038.36,57759.33,0.19,0.2,2.64,405.25,417.7,12.45,1720.98
NOX,Wilbarger,Wichita Falls,0.7320611768649549,0.6292527153112641,-0.10280846155369072,-14.043698095556303,3,PC_Gas,1.63,78774193.0,80058502.71,43.25,43.95,0.1,20766.52,21105.09,338.57,1284309.71
NOX,Wilbarger,Wichita Falls,0.7320611768649549,0.6292527153112641,-0.10280846155369072,-14.043698095556303,3,PC_Diesel,1.63,558370.1,567473.59,0.31,0.31,0.08,126.97,129.04,2.07,9103.49
NOX,Wilbarger,Wichita Falls,0.7320611768649549,0.6292527153112641,-0.10280846155369072,-14.043698095556303,4,RT_Gas,0.85,152.94,154.24,0.0,0.0,3.84,1.61,1.62,0.01,1.29
NOX,Wilbarger,Wichita Falls,0.7320611768649549,0.6292527153112641,-0.10280846155369072,-14.043698095556303,4,SUShT_Diesel,0.85,387125.65,390400.29,2.23,2.25,0.96,1020.05,1028.68,8.63,3274.64
NOX,Wilbarger,Wichita Falls,0.7320611768649549,0.6292527153112641,-0.10280846155369072,-14.043698095556303,4,SUShT_Gas,0.85,124014.58,125063.6,0.72,0.72,0.15,50.21,50.64,0.42,1049.02
NOX,Wilbarger,Wichita Falls,0.7320611768649549,0.6292527153112641,-0.10280846155369072,-14.043698095556303,4,SULhT_Diesel,0.85,70950.9,71551.06,0.41,0.41,0.82,159.87,161.22,1.35,600.16
NOX,Wilbarger,Wichita Falls,0.7320611768649549,0.6292527153112641,-0.10280846155369072,-14.043698095556303,4,MH_Diesel,0.85,6721.54,6778.39,0.04,0.04,4.43,81.65,82.34,0.69,56.86
NOX,Wilbarger,Wichita Falls,0.7320611768649549,0.6292527153112641,-0.10280846155369072,-14.043698095556303,4,SULhT_Gas,0.85,21096.66,21275.11,0.12,0.12,0.13,7.27,7.33,0.06,178.45
NOX,Wilbarger,Wichita Falls,0.7320611768649549,0.6292527153112641,-0.10280846155369072,-14.043698095556303,4,MH_Gas,0.85,12246.83,12350.42,0.07,0.07,2.18,73.18,73.8,0.62,103.59
NOX,Wilbarger,Wichita Falls,0.7320611768649549,0.6292527153112641,-0.10280846155369072,-14.043698095556303,4,RT_Diesel,0.85,5614.82,5662.31,0.03,0.03,4.3,66.08,66.64,0.56,47.49
NOX,Wilbarger,Wichita Falls,0.7320611768649549,0.6292527153112641,-0.10280846155369072,-14.043698095556303,2,CShT_Diesel,0.83,173192.71,174625.92,1.64,1.65,2.9,1373.93,1385.3,11.37,1433.21
NOX,Wilbarger,Wichita Falls,0.7320611768649549,0.6292527153112641,-0.10280846155369072,-14.043698095556303,2,CShT_Gas,0.83,22.77,22.96,0.0,0.0,0.69,0.04,0.04,0.0,0.19
NOX,Wilbarger,Wichita Falls,0.7320611768649549,0.6292527153112641,-0.10280846155369072,-14.043698095556303,2,CLhT_Diesel,0.83,2055430.5,2072439.66,19.46,19.63,4.38,24652.97,24856.98,204.01,17009.16
NOX,Wilbarger,Wichita Falls,0.7320611768649549,0.6292527153112641,-0.10280846155369072,-14.043698095556303,2,PC_Diesel,0.08,38577.1,38609.8,0.37,0.37,0.09,9.77,9.78,0.01,32.7
NOX,Wilbarger,Wichita Falls,0.7320611768649549,0.6292527153112641,-0.10280846155369072,-14.043698095556303,2,PC_Gas,0.08,5442411.39,5447025.01,51.54,51.58,0.11,1591.2,1592.55,1.35,4613.62
NOX,Wilbarger,Wichita Falls,0.7320611768649549,0.6292527153112641,-0.10280846155369072,-14.043698095556303,4,PC_Diesel,-0.63,71348.01,70895.11,0.41,0.41,0.08,16.05,15.95,-0.1,-452.91
NOX,Wilbarger,Wichita Falls,0.7320611768649549,0.6292527153112641,-0.10280846155369072,-14.043698095556303,4,PC_Gas,-0.63,10065693.26,10001797.7,58.05,57.68,0.09,2618.29,2601.67,-16.62,-63895.56
NOX,Wilbarger,Wichita Falls,0.7320611768649549,0.6292527153112641,-0.10280846155369072,-14.043698095556303,2,LCT_Diesel,-1.41,15549.56,15329.68,0.15,0.15,1.93,82.07,80.91,-1.16,-219.89
NOX,Wilbarger,Wichita Falls,0.7320611768649549,0.6292527153112641,-0.10280846155369072,-14.043698095556303,2,PT_Diesel,-1.41,88937.33,87679.67,0.84,0.83,1.35,329.51,324.85,-4.66,-1257.66
NOX,Wilbarger,Wichita Falls,0.7320611768649549,0.6292527153112641,-0.10280846155369072,-14.043698095556303,2,PT_Gas,-1.41,2085990.71,2056492.78,19.75,19.47,0.43,2429.37,2395.01,-34.35,-29497.93
NOX,Wilbarger,Wichita Falls,0.7320611768649549,0.6292527153112641,-0.10280846155369072,-14.043698095556303,2,LCT_Gas,-1.41,216589.43,213526.65,2.05,2.02,0.49,288.73,284.64,-4.08,-3062.78
NOX,Wilbarger,Wichita Falls,0.7320611768649549,0.6292527153112641,-0.10280846155369072,-14.043698095556303,5,PC_Gas,-1.53,20125999.58,19817299.05,69.69,68.62,0.09,5222.49,5142.39,-80.1,-308700.52
NOX,Wilbarger,Wichita Falls,0.7320611768649549,0.6292527153112641,-0.10280846155369072,-14.043698095556303,5,PC_Diesel,-1.53,142657.84,140469.7,0.49,0.49,0.08,31.47,30.99,-0.48,-2188.14
NOX,Wilbarger,Wichita Falls,0.7320611768649549,0.6292527153112641,-0.10280846155369072,-14.043698095556303,4,MC_Gas,-3.1,99612.19,96525.72,0.57,0.56,0.74,202.16,195.9,-6.26,-3086.46
NOX,Wilbarger,Wichita Falls,0.7320611768649549,0.6292527153112641,-0.10280846155369072,-14.043698095556303,4,LCT_Diesel,-5.52,37429.77,35362.56,0.22,0.2,1.9,194.83,184.07,-10.76,-2067.21
NOX,Wilbarger,Wichita Falls,0.7320611768649549,0.6292527153112641,-0.10280846155369072,-14.043698095556303,4,PT_Diesel,-5.52,159399.45,150595.97,0.92,0.87,1.34,584.78,552.49,-32.3,-8803.47
NOX,Wilbarger,Wichita Falls,0.7320611768649549,0.6292527153112641,-0.10280846155369072,-14.043698095556303,4,LCT_Gas,-5.52,521358.25,492564.14,3.01,2.84,0.46,651.82,615.82,-36.0,-28794.1
NOX,Wilbarger,Wichita Falls,0.7320611768649549,0.6292527153112641,-0.10280846155369072,-14.043698095556303,4,PT_Gas,-5.52,3738652.57,3532170.47,21.56,20.37,0.38,3908.73,3692.85,-215.88,-206482.1
NOX,Wilbarger,Wichita Falls,0.7320611768649549,0.6292527153112641,-0.10280846155369072,-14.043698095556303,2,MC_Gas,-12.25,37530.09,32931.72,0.36,0.31,0.74,76.41,67.04,-9.36,-4598.37
NOX,Wilbarger,Wichita Falls,0.7320611768649549,0.6292527153112641,-0.10280846155369072,-14.043698095556303,5,MC_Gas,-13.05,148318.93,128961.54,0.51,0.45,0.59,237.88,206.83,-31.05,-19357.39
NOX,Wilbarger,Wichita Falls,0.7320611768649549,0.6292527153112641,-0.10280846155369072,-14.043698095556303,2,TBus_Diesel,-14.7,2833.98,2417.52,0.03,0.02,2.75,21.35,18.21,-3.14,-416.46
NOX,Wilbarger,Wichita Falls,0.7320611768649549,0.6292527153112641,-0.10280846155369072,-14.043698095556303,2,SBus_Gas,-14.7,95.99,81.89,0.0,0.0,1.24,0.33,0.28,-0.05,-14.11
NOX,Wilbarger,Wichita Falls,0.7320611768649549,0.6292527153112641,-0.10280846155369072,-14.043698095556303,2,OBus_Diesel,-14.7,9045.51,7716.26,0.09,0.07,4.95,122.56,104.55,-18.01,-1329.25
NOX,Wilbarger,Wichita Falls,0.7320611768649549,0.6292527153112641,-0.10280846155369072,-14.043698095556303,2,SBus_Diesel,-14.7,5187.58,4425.26,0.05,0.04,2.36,33.57,28.64,-4.93,-762.32
NOX,Wilbarger,Wichita Falls,0.7320611768649549,0.6292527153112641,-0.10280846155369072,-14.043698095556303,3,TBus_Diesel,-20.29,47538.81,37892.02,0.03,0.02,2.78,362.68,289.08,-73.6,-9646.79
NOX,Wilbarger,Wichita Falls,0.7320611768649549,0.6292527153112641,-0.10280846155369072,-14.043698095556303,3,SBus_Gas,-20.29,1838.28,1465.24,0.0,0.0,1.21,6.1,4.86,-1.24,-373.03
NOX,Wilbarger,Wichita Falls,0.7320611768649549,0.6292527153112641,-0.10280846155369072,-14.043698095556303,3,OBus_Diesel,-20.29,148995.97,118761.02,0.08,0.07,4.72,1927.65,1536.49,-391.17,-30234.94
NOX,Wilbarger,Wichita Falls,0.7320611768649549,0.6292527153112641,-0.10280846155369072,-14.043698095556303,3,SBus_Diesel,-20.29,99343.97,79184.64,0.05,0.04,2.39,649.91,518.03,-131.88,-20159.33
NOX,Wilbarger,Wichita Falls,0.7320611768649549,0.6292527153112641,-0.10280846155369072,-14.043698095556303,3,CLhT_Diesel,-23.29,25305315.16,19410861.83,13.89,10.66,4.3,297874.62,228489.67,-69384.95,-5894453.33
NOX,Wilbarger,Wichita Falls,0.7320611768649549,0.6292527153112641,-0.10280846155369072,-14.043698095556303,3,CShT_Diesel,-23.29,22651212.42,17374988.29,12.44,9.54,2.88,178618.75,137012.47,-41606.27,-5276224.13
NOX,Wilbarger,Wichita Falls,0.7320611768649549,0.6292527153112641,-0.10280846155369072,-14.043698095556303,3,CShT_Gas,-23.29,2977.64,2284.05,0.0,0.0,0.56,4.6,3.53,-1.07,-693.59
NOX,Wilbarger,Wichita Falls,0.7320611768649549,0.6292527153112641,-0.10280846155369072,-14.043698095556303,5,CLhT_Diesel,-29.22,58692.03,41543.24,0.2,0.14,5.56,893.85,632.68,-261.17,-17148.78
NOX,Wilbarger,Wichita Falls,0.7320611768649549,0.6292527153112641,-0.10280846155369072,-14.043698095556303,5,CShT_Gas,-29.22,23.1,16.35,0.0,0.0,0.54,0.03,0.02,-0.01,-6.75
NOX,Wilbarger,Wichita Falls,0.7320611768649549,0.6292527153112641,-0.10280846155369072,-14.043698095556303,5,CShT_Diesel,-29.22,175737.48,124390.07,0.61,0.43,3.95,1902.73,1346.78,-555.94,-51347.42
NOX,Hood,Fort Worth,0.8387385788541469,0.7168904672069356,-0.12184811164721132,-14.527543470538296,5,CLhT_Diesel,12.74,552014.18,622337.94,0.55,0.62,5.28,7987.84,9005.45,1017.61,70323.76
NOX,Hood,Fort Worth,0.8387385788541469,0.7168904672069356,-0.12184811164721132,-14.527543470538296,5,CShT_Diesel,12.74,1652857.94,1863423.52,1.66,1.87,3.87,17511.08,19741.9,2230.82,210565.58
NOX,Hood,Fort Worth,0.8387385788541469,0.7168904672069356,-0.12184811164721132,-14.527543470538296,5,CShT_Gas,12.74,217.28,244.96,0.0,0.0,0.49,0.29,0.33,0.04,27.68
NOX,Hood,Fort Worth,0.8387385788541469,0.7168904672069356,-0.12184811164721132,-14.527543470538296,5,MH_Diesel,8.25,30518.09,33034.35,0.03,0.03,6.02,503.08,544.56,41.48,2516.26
NOX,Hood,Fort Worth,0.8387385788541469,0.7168904672069356,-0.12184811164721132,-14.527543470538296,5,RT_Gas,8.25,594.01,642.99,0.0,0.0,3.92,6.38,6.9,0.53,48.98
NOX,Hood,Fort Worth,0.8387385788541469,0.7168904672069356,-0.12184811164721132,-14.527543470538296,5,SUShT_Gas,8.25,581459.94,629402.12,0.58,0.63,0.16,253.16,274.03,20.87,47942.19
NOX,Hood,Fort Worth,0.8387385788541469,0.7168904672069356,-0.12184811164721132,-14.527543470538296,5,SUShT_Diesel,8.25,1815093.51,1964750.52,1.82,1.97,1.62,8071.27,8736.75,665.49,149657.01
NOX,Hood,Fort Worth,0.8387385788541469,0.7168904672069356,-0.12184811164721132,-14.527543470538296,5,SULhT_Diesel,8.25,67686.31,73267.15,0.07,0.07,1.4,258.69,280.02,21.33,5580.83
NOX,Hood,Fort Worth,0.8387385788541469,0.7168904672069356,-0.12184811164721132,-14.527543470538296,5,SULhT_Gas,8.25,20125.96,21785.37,0.02,0.02,0.14,7.55,8.18,0.62,1659.41
NOX,Hood,Fort Worth,0.8387385788541469,0.7168904672069356,-0.12184811164721132,-14.527543470538296,5,MH_Gas,8.25,55604.84,60189.53,0.06,0.06,2.24,341.05,369.17,28.12,4584.7
NOX,Hood,Fort Worth,0.8387385788541469,0.7168904672069356,-0.12184811164721132,-14.527543470538296,5,RT_Diesel,8.25,21807.34,23605.38,0.02,0.02,5.41,322.99,349.62,26.63,1798.05
NOX,Hood,Fort Worth,0.8387385788541469,0.7168904672069356,-0.12184811164721132,-14.527543470538296,3,LCT_Diesel,7.68,593598.45,639188.39,0.17,0.18,1.87,3035.16,3268.27,233.11,45589.94
NOX,Hood,Fort Worth,0.8387385788541469,0.7168904672069356,-0.12184811164721132,-14.527543470538296,3,PT_Diesel,7.68,3628852.61,3907558.12,1.02,1.1,1.23,12232.23,13171.7,939.47,278705.51
NOX,Hood,Fort Worth,0.8387385788541469,0.7168904672069356,-0.12184811164721132,-14.527543470538296,3,PT_Gas,7.68,85113339.75,91650270.09,23.99,25.83,0.3,69928.09,75298.76,5370.66,6536930.34
NOX,Hood,Fort Worth,0.8387385788541469,0.7168904672069356,-0.12184811164721132,-14.527543470538296,3,LCT_Gas,7.68,8268215.99,8903236.91,2.33,2.51,0.38,8560.09,9217.53,657.44,635020.93
NOX,Hood,Fort Worth,0.8387385788541469,0.7168904672069356,-0.12184811164721132,-14.527543470538296,3,SBus_Diesel,6.02,189999.25,201440.66,0.05,0.06,2.4,1250.77,1326.09,75.32,11441.4
NOX,Hood,Fort Worth,0.8387385788541469,0.7168904672069356,-0.12184811164721132,-14.527543470538296,3,TBus_Diesel,6.02,90919.85,96394.88,0.03,0.03,2.83,705.44,747.92,42.48,5475.02
NOX,Hood,Fort Worth,0.8387385788541469,0.7168904672069356,-0.12184811164721132,-14.527543470538296,3,SBus_Gas,6.02,3515.77,3727.49,0.0,0.0,1.23,11.83,12.54,0.71,211.71
NOX,Hood,Fort Worth,0.8387385788541469,0.7168904672069356,-0.12184811164721132,-14.527543470538296,3,OBus_Diesel,6.02,284960.66,302120.46,0.08,0.09,4.69,3665.44,3886.17,220.73,17159.8
NOX,Hood,Fort Worth,0.8387385788541469,0.7168904672069356,-0.12184811164721132,-14.527543470538296,5,LCT_Gas,2.54,2318942.45,2377894.31,2.32,2.38,0.38,2389.95,2450.71,60.76,58951.86
NOX,Hood,Fort Worth,0.8387385788541469,0.7168904672069356,-0.12184811164721132,-14.527543470538296,5,PT_Gas,2.54,18679645.52,19154517.09,18.72,19.19,0.29,14846.1,15223.51,377.42,474871.56
NOX,Hood,Fort Worth,0.8387385788541469,0.7168904672069356,-0.12184811164721132,-14.527543470538296,5,PT_Diesel,2.54,796416.64,816663.05,0.8,0.82,1.47,3214.45,3296.17,81.72,20246.4
NOX,Hood,Fort Worth,0.8387385788541469,0.7168904672069356,-0.12184811164721132,-14.527543470538296,5,LCT_Diesel,2.54,166483.39,170715.71,0.17,0.17,2.23,1015.34,1041.15,25.81,4232.32
NOX,Hood,Fort Worth,0.8387385788541469,0.7168904672069356,-0.12184811164721132,-14.527543470538296,3,PC_Gas,2.2,189683129.31,193864237.81,53.46,54.64,0.08,41807.01,42728.55,921.54,4181108.5
NOX,Hood,Fort Worth,0.8387385788541469,0.7168904672069356,-0.12184811164721132,-14.527543470538296,3,PC_Diesel,2.2,1344518.85,1374155.54,0.38,0.39,0.07,270.3,276.26,5.96,29636.69
NOX,Hood,Fort Worth,0.8387385788541469,0.7168904672069356,-0.12184811164721132,-14.527543470538296,3,RT_Diesel,2.09,138531.7,141433.75,0.04,0.04,4.57,1732.64,1768.93,36.3,2902.05
NOX,Hood,Fort Worth,0.8387385788541469,0.7168904672069356,-0.12184811164721132,-14.527543470538296,3,MH_Diesel,2.09,201969.45,206200.44,0.06,0.06,4.95,2741.17,2798.6,57.42,4230.99
NOX,Hood,Fort Worth,0.8387385788541469,0.7168904672069356,-0.12184811164721132,-14.527543470538296,3,SULhT_Gas,2.09,451238.14,460690.98,0.13,0.13,0.13,163.01,166.42,3.41,9452.84
NOX,Hood,Fort Worth,0.8387385788541469,0.7168904672069356,-0.12184811164721132,-14.527543470538296,3,SUShT_Gas,2.09,3432616.38,3504525.12,0.97,0.99,0.15,1449.44,1479.8,30.36,71908.74
NOX,Hood,Fort Worth,0.8387385788541469,0.7168904672069356,-0.12184811164721132,-14.527543470538296,3,RT_Gas,2.09,3773.47,3852.52,0.0,0.0,3.85,39.84,40.67,0.83,79.05
NOX,Hood,Fort Worth,0.8387385788541469,0.7168904672069356,-0.12184811164721132,-14.527543470538296,3,SUShT_Diesel,2.09,10715303.53,10939774.86,3.02,3.08,1.2,35271.27,36010.15,738.89,224471.32
NOX,Hood,Fort Worth,0.8387385788541469,0.7168904672069356,-0.12184811164721132,-14.527543470538296,3,SULhT_Diesel,2.09,1517574.7,1549365.87,0.43,0.44,1.05,4345.84,4436.88,91.04,31791.17
NOX,Hood,Fort Worth,0.8387385788541469,0.7168904672069356,-0.12184811164721132,-14.527543470538296,3,MH_Gas,2.09,367994.08,375703.07,0.1,0.11,2.18,2201.61,2247.73,46.12,7708.99
NOX,Hood,Fort Worth,0.8387385788541469,0.7168904672069356,-0.12184811164721132,-14.527543470538296,5,TBus_Diesel,-0.05,40072.96,40052.4,0.04,0.04,3.57,391.46,391.26,-0.2,-20.56
NOX,Hood,Fort Worth,0.8387385788541469,0.7168904672069356,-0.12184811164721132,-14.527543470538296,5,OBus_Diesel,-0.05,122683.78,122620.83,0.12,0.12,5.48,1840.64,1839.69,-0.94,-62.95
NOX,Hood,Fort Worth,0.8387385788541469,0.7168904672069356,-0.12184811164721132,-14.527543470538296,5,SBus_Diesel,-0.05,64847.68,64814.41,0.06,0.06,2.99,530.45,530.18,-0.27,-33.27
NOX,Hood,Fort Worth,0.8387385788541469,0.7168904672069356,-0.12184811164721132,-14.527543470538296,5,SBus_Gas,-0.05,1199.95,1199.34,0.0,0.0,1.31,4.31,4.31,-0.0,-0.62
NOX,Hood,Fort Worth,0.8387385788541469,0.7168904672069356,-0.12184811164721132,-14.527543470538296,5,PC_Diesel,-1.4,510516.6,503389.72,0.51,0.5,0.07,99.56,98.17,-1.39,-7126.87
NOX,Hood,Fort Worth,0.8387385788541469,0.7168904672069356,-0.12184811164721132,-14.527543470538296,5,PC_Gas,-1.4,72023077.91,71017626.92,72.17,71.16,0.08,15565.96,15348.66,-217.3,-1005450.99
NOX,Hood,Fort Worth,0.8387385788541469,0.7168904672069356,-0.12184811164721132,-14.527543470538296,3,MC_Gas,-10.64,1147593.58,1025500.74,0.32,0.29,0.69,2179.94,1948.01,-231.92,-122092.84
NOX,Hood,Fort Worth,0.8387385788541469,0.7168904672069356,-0.12184811164721132,-14.527543470538296,5,MC_Gas,-14.42,279503.81,239192.5,0.28,0.24,0.59,448.8,384.07,-64.73,-40311.32
NOX,Hood,Fort Worth,0.8387385788541469,0.7168904672069356,-0.12184811164721132,-14.527543470538296,3,CShT_Gas,-25.14,2957.07,2213.78,0.0,0.0,0.52,4.19,3.14,-1.05,-743.28
NOX,Hood,Fort Worth,0.8387385788541469,0.7168904672069356,-0.12184811164721132,-14.527543470538296,3,CLhT_Diesel,-25.14,25130466.41,18813711.19,7.08,5.3,4.4,302996.71,226835.93,-76160.79,-6316755.22
NOX,Hood,Fort Worth,0.8387385788541469,0.7168904672069356,-0.12184811164721132,-14.527543470538296,3,CShT_Diesel,-25.14,22494702.37,16840468.72,6.34,4.75,3.09,190688.64,142757.44,-47931.2,-5654233.64
NOX,Montague,Wichita Falls,0.979669694393581,0.8373319423030463,-0.14233775209053467,-14.529157419597658,5,OBus_Diesel,62.08,22929.97,37164.88,0.1,0.15,5.76,362.08,586.86,224.78,14234.91
